image_id,prediction_string
000000213539,111 150.742 107.106 139 545.536 225.768 141 113.449 295.889
000000214247,81 305.533 327.128 96 117.816 28.787 132 585.123 119.536
000000214705,49 608.650 47.209 220 550.623 301.216
000000215003,11 196.208 221.639 32 548.874 213.576 34 465.698 241.838 47 68.276 259.177 72 184.060 275.525 89 345.716 292.823 123 568.577 115.266 132 347.303 55.613 195 407.290 223.467
000000215077,116 146.409 327.358 178 259.124 264.861 234 387.541 72.793
000000216789,115 508.465 290.557 187 226.490 134.773 213 129.999 85.508
000000217094,60 375.666 328.578 75 202.917 151.953 142 336.175 321.721 145 458.957 213.552 158 58.231 315.172 219 509.974 97.416 245 307.322 139.240
000000217886,42 51.026 74.145 105 182.435 229.142 157 511.582 286.087 179 122.079 257.038 182 73.778 178.618 194 406.401 272.852 199 507.117 143.593
000000217989,86 211.686 232.658 168 487.206 158.670 199 358.935 16.534 211 599.874 65.761
000000218155,41 323.794 199.073 82 530.363 74.723 127 553.624 282.844 159 237.672 176.803 159 223.621 326.289
000000218446,20 224.615 266.020 35 480.338 40.135 51 317.659 64.171 77 535.689 248.034 95 606.220 323.322
000000218637,21 144.145 211.665 83 129.791 80.096 127 567.548 290.404 206 22.514 289.998
000000218776,23 157.466 102.215 32 55.592 151.897 45 574.809 78.952 132 314.952 257.120 167 422.976 280.813 172 266.395 325.746 244 583.856 182.050
000000219254,57 119.512 249.753 77 621.889 252.899 165 427.190 94.019 170 417.199 211.855 175 40.980 45.966
000000219357,21 205.678 145.098 24 485.338 123.696 168 104.616 131.231 181 465.671 321.325
000000219399,14 595.503 315.686 50 124.170 52.828 176 435.689 303.186
000000219423,33 83.913 209.672 42 316.892 306.837 103 476.174 134.374 190 547.771 72.822
000000219848,16 122.542 177.946 152 267.862 184.842 199 374.650 237.343 242 561.885 192.991
000000220050,79 83.600 284.823 131 284.270 127.839 180 565.067 265.277 235 430.671 112.812
000000220226,27 225.533 247.096 44 569.403 159.104 51 422.076 185.902 78 576.810 222.019 163 488.473 63.120 202 234.647 201.801 249 583.229 318.859
000000221189,75 120.199 115.925 112 218.233 260.894 121 78.710 71.345 160 61.780 138.510
000000221202,113 78.135 172.985 148 447.506 335.285 219 146.052 301.180
000000221513,163 536.295 310.251 166 561.586 207.973 194 48.296 54.583 210 225.170 235.065 245 469.656 41.271
000000221587,21 523.652 306.624 97 358.571 55.099 102 88.310 248.559 189 196.678 151.475 190 391.463 175.098 196 310.592 310.808
000000221739,7 112.368 253.117 188 519.990 318.037
000000221829,6 363.016 267.367 7 268.899 289.388 65 571.208 71.657 82 522.673 98.908 173 360.536 193.336
000000221856,60 51.669 267.779 111 257.282 203.764
000000222280,6 83.685 148.028 48 114.755 77.249 72 365.551 247.163 127 593.986 238.530 172 337.677 341.358 190 108.450 226.164
000000222635,18 318.285 259.193 109 302.361 33.137 154 23.891 89.715 174 195.408 189.742 233 203.545 92.893 235 81.315 246.382
000000222782,27 335.257 71.887 60 45.254 32.723 128 187.237 179.319 151 144.461 74.539 178 174.884 314.820 210 331.728 99.570
000000223127,2 327.011 197.406 7 464.392 44.508 93 140.633 118.789 203 86.278 264.304 231 546.703 335.252
000000223833,10 195.644 245.274 31 136.680 337.211 32 331.470 319.098 78 149.284 75.260 114 538.152 92.195 165 351.756 43.817 183 298.930 245.036 200 527.634 300.192
000000224193,104 172.456 189.372 110 490.015 259.741 232 552.832 170.380
000000224247,30 97.657 299.812 99 468.062 308.539 127 285.450 252.627 173 303.146 82.487 177 146.891 99.268 230 366.791 218.833 241 594.395 41.632 242 156.106 214.061 243 222.855 288.115
000000224592,34 499.781 113.350 42 15.165 320.557 56 168.907 41.211 85 400.493 76.414 114 259.763 48.212 143 353.553 320.607
000000224777,59 305.551 207.518 62 279.280 80.816 234 305.072 342.575
000000224790,174 321.257 86.481 204 75.816 232.977
000000224891,22 176.015 218.035 81 515.949 169.419 148 303.940 131.194 150 65.749 45.973 224 588.985 87.659 247 145.900 59.605
000000225282,26 571.960 42.070 34 316.765 225.772 97 91.307 238.981 100 308.553 297.153
000000225360,29 548.125 53.270 87 623.522 255.022 123 435.902 52.083 206 63.403 184.233
000000225617,111 514.216 150.439 161 539.335 83.766 210 293.442 242.762
000000226254,1 162.808 162.558 159 289.545 251.136
000000226472,46 16.435 252.007 88 436.714 37.160 122 380.297 261.525 143 121.647 243.129 172 227.118 294.339 194 409.031 156.953
000000226585,40 505.857 241.274 97 57.157 37.941 177 147.975 189.365
000000226974,19 99.353 55.167 93 133.677 115.026 157 499.210 266.567
000000227066,18 405.573 39.204 23 314.664 271.325 176 138.875 205.493 205 540.876 185.376 213 511.072 234.581 227 125.890 329.040
000000227713,46 609.656 174.535 93 221.187 215.369 102 105.220 36.071 128 284.528 152.428 203 190.745 263.161 226 499.536 101.587 236 476.797 36.938 248 102.864 149.671
000000227808,57 184.275 88.055 99 612.664 150.126 133 203.193 294.818 137 444.179 128.718 218 386.661 69.831
000000228215,78 515.466 29.445 102 247.497 86.433 128 34.886 251.484 175 433.622 275.404 214 103.893 199.826 218 179.816 289.584
000000228246,42 207.867 119.740 79 545.713 269.997 122 232.104 212.241 132 100.588 60.591 182 317.492 284.729 216 532.081 96.911
000000228442,43 445.009 79.327 85 399.940 219.039 87 540.691 35.886 217 533.426 238.889 237 226.869 232.550 247 177.228 293.767
000000228721,41 174.568 327.368 45 78.724 190.845 188 598.658 272.460 198 412.577 107.114
000000229250,30 564.276 75.197 109 469.493 300.223 136 437.335 56.928 171 92.285 127.838 176 356.126 50.342
000000229618,1 361.089 283.685 89 620.209 132.207 168 496.383 238.522 180 159.513 79.008 189 477.070 165.570 249 394.500 85.369
000000229827,3 593.423 226.627 6 417.115 50.919 70 454.670 220.127 182 112.580 88.256 243 607.573 89.990
000000229885,5 180.145 39.409 42 249.966 71.990 58 461.410 292.852 187 93.956 165.782 210 387.411 60.601 223 526.394 245.012
000000231685,74 486.386 73.916 91 198.065 271.305 102 343.207 20.533 116 100.869 289.711 178 564.352 226.526 183 296.491 207.370
000000231845,1 289.004 307.824 12 281.481 141.648 200 310.808 38.724 218 462.531 163.650 234 428.227 33.116
000000232148,14 162.844 37.354 57 542.025 71.597 138 478.122 305.695 217 124.212 224.615
000000233040,35 402.921 108.591 54 191.845 88.655 85 387.495 30.527 113 407.068 211.046 135 348.738 269.804 156 61.109 317.378 235 46.636 117.241
000000233435,94 561.054 19.335 128 172.268 220.925 214 153.145 91.561 246 222.374 294.848
000000233869,95 541.685 106.173 107 473.051 137.493 132 375.142 311.659 168 283.477 126.664 175 420.823 88.669 247 189.304 259.663
000000233925,92 371.529 307.563 110 508.114 99.846 126 226.693 59.830 170 334.763 78.471 203 50.858 294.468 218 473.206 158.500 221 198.095 267.773
000000233975,55 354.394 187.813 56 472.099 336.392 159 104.324 171.339 242 553.738 283.729 244 504.772 139.398
000000234022,74 315.714 299.214 135 173.745 157.675 153 125.009 132.215
000000234535,154 217.858 299.985 249 468.467 70.825
000000235352,47 549.573 67.300 78 579.140 146.300 154 539.074 122.859 166 237.939 242.048 182 127.980 134.383 204 392.479 329.886 227 520.787 322.542
000000236438,9 363.280 22.167 11 298.087 34.108 119 364.343 98.967 125 373.479 334.728 200 155.284 110.911 221 519.689 149.380
000000237111,23 302.366 172.552 24 561.238 276.645 50 204.642 185.326 94 154.929 219.144 183 358.046 93.869 188 139.988 114.918 191 285.866 117.880
000000237203,28 501.178 233.808 60 323.999 171.790 85 205.476 189.204 197 60.262 91.423
000000237569,21 340.925 69.445 70 373.983 274.173 91 462.432 117.840 151 149.038 143.987 189 368.869 171.555 193 241.004 96.211 215 564.913 272.375
000000238177,71 379.147 144.770 131 516.822 101.788 194 164.712 144.524
000000238389,7 326.492 87.742 152 80.832 127.847 164 434.714 84.160 228 579.412 179.339
000000238700,27 302.781 31.180 73 85.702 278.538 90 236.207 187.827 196 63.823 170.124 202 419.227 269.989
000000238709,144 452.477 298.129 191 308.331 35.270 229 76.009 165.674
000000238822,59 68.131 33.380 84 178.004 279.436 147 446.796 90.402 149 349.432 213.812 248 557.980 266.780
000000238831,4 556.978 119.270 42 369.389 307.926 79 277.304 322.920 118 455.490 111.426 198 136.462 339.674 234 129.541 37.935
000000239037,47 254.092 172.282 78 203.852 114.478 119 513.770 280.991 194 365.494 176.578 202 333.554 300.648 203 562.958 95.505 242 310.354 238.523
000000239315,194 317.958 28.005 205 591.182 84.449 220 478.430 164.661
000000239676,71 299.400 313.487 79 81.021 82.169 141 425.289 218.221
000000239957,79 455.772 345.547 112 513.250 240.650 132 228.436 158.055 212 403.679 203.118
000000240128,91 301.083 53.435 98 36.577 138.760 103 253.613 311.220 115 296.607 203.329 172 333.797 315.046 220 96.387 80.062 231 543.865 259.042
000000240234,8 323.177 91.311 72 258.702 47.281 82 135.875 250.970 83 435.040 173.900 123 102.371 155.681 189 319.683 200.639 203 328.846 305.590 212 237.681 157.191 241 50.083 60.456
000000240304,5 201.297 69.733 63 491.513 86.408 104 134.421 180.350 121 473.789 242.221 126 254.874 287.950 130 551.248 200.126 141 58.998 103.954 175 400.473 233.057 233 187.055 164.059
000000240457,36 235.311 318.239 49 125.617 197.042 142 462.650 116.550 158 516.624 250.665 187 526.652 132.310 237 85.854 97.234
000000240764,12 519.681 101.314 54 397.904 38.394 77 63.198 125.027 162 320.299 209.891
000000240889,137 304.319 197.599 151 424.361 114.037 194 438.649 38.178 198 69.697 79.188
000000241350,12 103.666 315.376 68 137.302 42.130 161 387.010 217.953 165 152.540 177.821 179 360.293 68.758 190 382.246 128.132 219 425.522 260.822
000000242036,38 292.138 22.774 49 129.607 54.424 49 191.594 241.442 188 22.206 64.930 196 324.019 156.252
000000242133,16 222.079 268.296 220 525.006 211.373 220 164.219 23.217
000000242208,73 457.475 123.318 97 198.367 63.965 101 340.634 54.545
000000242213,125 343.666 266.661 205 591.563 296.630 238 198.247 231.167 245 282.425 108.233
000000243190,83 104.359 74.139 123 560.230 244.559 140 515.768 158.251 171 279.420 235.753 191 422.135 217.745
000000243482,96 388.912 337.647 136 547.626 82.652 200 120.433 130.860 228 326.576 45.118
000000243829,107 55.069 79.067 150 504.976 173.918 193 289.535 121.793 234 552.851 127.062 246 578.936 68.936
000000244050,12 109.066 209.107 73 328.721 169.149 102 289.593 43.450 135 586.914 54.271 248 320.663 318.023
000000244179,68 44.475 212.232 107 401.165 138.996 177 295.639 251.972 248 143.683 179.671
000000244361,50 494.817 104.658
000000244614,126 268.246 197.131 161 385.297 283.100 164 543.969 254.031 189 586.150 136.407 192 309.777 82.461 225 209.408 71.301
000000244815,29 448.909 109.462 91 493.077 297.899 120 200.303 68.367 159 583.786 255.603 195 248.176 264.457
000000244839,10 174.564 169.143 11 450.553 282.693 73 93.598 141.448 112 110.547 244.720 180 593.785 172.634 183 581.643 58.228 187 326.062 114.125
000000244979,1 431.680 311.546 125 181.521 92.370 227 289.037 70.403 241 610.895 38.340
000000245451,81 225.037 113.514 95 512.039 83.575 171 200.317 256.670 217 247.938 55.087
000000246161,16 237.806 198.626 32 126.874 165.130 41 614.026 95.531 51 69.781 25.937 122 418.876 211.628 131 238.931 242.198 140 372.473 251.105 173 367.661 136.637
000000246311,46 129.511 232.910 65 232.700 32.015 105 435.573 119.407 138 129.366 104.144
000000247157,4 257.260 260.131 99 566.883 111.621 232 568.946 261.807 244 68.627 121.482
000000247166,33 44.641 151.466 96 384.360 163.458 115 202.390 297.141 119 120.853 309.200 159 588.053 266.223 213 154.081 174.098
000000247259,104 171.462 155.937 145 130.266 280.032 159 376.520 231.828 169 491.818 314.664 193 608.575 258.613 228 63.146 161.235 237 120.037 42.359
000000247529,7 195.006 296.291 41 553.842 272.838 56 522.945 213.952 66 268.964 296.675 115 70.296 106.398 140 581.239 78.623 228 429.879 32.723 237 509.093 277.609
000000247668,63 576.797 200.886 156 258.423 34.684 176 12.928 236.137 239 78.513 234.041
000000247839,45 135.424 132.941 83 106.730 342.597 108 436.934 204.475 138 367.526 42.924
000000247945,80 386.097 82.661 153 376.164 177.082 195 230.190 277.681 225 511.906 76.745 227 100.719 87.898
000000248445,78 216.362 120.726 124 440.135 189.749 129 387.668 306.339 142 150.047 183.117 150 90.275 20.135 156 525.708 259.572 206 595.164 168.190
000000248459,64 389.468 34.751 77 102.243 285.586 120 459.868 99.445 163 589.016 155.751 209 54.766 158.432 219 389.487 269.481 224 292.367 186.348
000000248580,82 182.118 149.039 125 564.465 226.104 158 398.678 268.706 218 565.894 86.388 222 325.959 49.264
000000249315,43 50.901 187.691 126 261.841 260.614 132 552.629 275.193 167 303.527 223.507 182 447.710 70.094 198 404.131 240.407 212 136.349 286.092
000000249489,17 369.712 295.241 56 586.739 166.533 102 343.857 102.937 132 457.106 183.138
000000249688,0 358.915 180.642 31 305.930 189.559 188 361.821 252.101 207 607.222 310.291
000000249905,14 88.488 237.881 20 163.796 105.744 31 571.736 262.048 50 529.510 230.442 193 516.520 116.854 218 413.498 77.183
000000250258,106 304.394 224.360 109 505.407 51.093 155 46.546 237.754 157 405.860 164.385 209 151.682 74.635
000000251264,94 273.453 36.579 148 398.872 135.977 152 544.485 268.559 182 232.121 183.693 194 84.423 171.201
000000251503,2 341.983 21.826 13 361.842 224.958 31 39.816 299.058 66 550.790 76.435 181 104.290 52.226 227 109.848 265.161
000000252036,116 100.316 289.115 122 58.633 273.234 227 258.883 198.417
000000252147,32 591.276 188.874 94 227.998 65.082 120 172.399 53.437 168 93.545 224.683 228 351.092 133.061
000000253145,33 491.442 243.214 83 499.015 137.609 173 79.512 310.973 202 426.004 84.648 217 525.067 180.990 227 590.361 90.671 247 219.992 85.065
000000253342,121 219.220 238.320 157 568.907 24.157 166 379.631 143.530 207 186.754 108.003
000000253487,14 362.639 89.669 114 400.011 299.358 137 441.218 49.896
000000253883,37 333.722 191.549 115 375.469 270.180 120 86.826 278.364 215 297.283 107.752
000000254212,144 32.256 66.790 161 388.437 74.285 203 216.992 39.794 210 124.642 248.008
000000254266,16 100.910 294.579 86 513.846 31.195 133 548.766 182.094 144 447.845 308.663 171 112.372 92.149 187 520.814 247.127
000000254407,92 232.481 264.068 100 541.614 315.061 145 283.856 102.907 160 457.169 109.766 227 336.197 287.743
000000254989,15 451.069 174.225 21 546.281 113.518 25 128.685 155.149 26 310.618 123.525 29 86.732 234.761 50 88.142 57.949 140 225.527 61.933 189 516.730 192.649
000000255018,25 449.663 222.267 46 476.302 318.144 48 34.122 262.650 80 157.810 125.721 148 43.387 85.183 213 85.232 217.171 233 491.616 221.329
000000255139,59 530.264 138.735 94 211.717 113.440 105 39.480 277.397 141 417.833 127.654 160 438.515 293.513
000000255479,21 105.997 242.059 65 258.693 189.105 68 440.689 202.861 73 216.451 274.910 107 314.011 141.230 131 505.303 254.190 145 247.392 93.483 197 141.788 182.554 211 581.089 252.398 228 111.656 286.552
000000255683,108 571.626 302.807 187 439.933 213.109 233 197.791 234.474
000000256617,48 161.465 286.259 100 193.738 322.789 102 93.874 46.208 131 328.757 57.862 159 44.306 162.098 227 35.749 72.602
000000257336,10 335.511 150.945 135 66.180 85.362 147 209.146 173.591 151 448.247 253.749 161 491.095 319.719 196 107.770 53.443 246 293.032 90.188
000000257450,22 553.501 247.622 98 554.260 132.751 178 183.320 288.888 243 274.380 190.428
000000257791,152 610.638 267.196 153 139.228 115.365 178 166.668 202.979 200 482.525 161.340 223 71.849 320.931
000000258174,42 157.138 187.866 85 394.849 93.796 202 60.243 152.873
000000258285,17 247.711 181.767 26 131.316 206.277 74 600.096 223.043 81 103.247 249.290 142 235.470 286.706 147 531.140 73.703 181 527.515 254.416 184 380.494 297.725 201 80.136 60.983
000000258391,15 462.152 47.559 42 336.789 129.505 188 309.859 90.281
000000258476,22 157.375 249.464 141 320.455 161.973 193 533.160 196.473 206 182.379 67.473 230 113.987 209.688
000000258635,1 189.042 189.574 130 122.691 258.225 145 486.092 212.125 166 62.609 285.872 229 108.968 79.313
000000258934,1 391.111 203.769 66 531.552 274.482 84 507.955 199.441 93 291.626 56.419 127 332.880 316.487
000000259243,22 388.838 298.097 75 580.473 296.641 97 337.235 263.144 118 116.462 246.434 134 120.398 86.673 156 587.189 134.787 169 432.853 83.157 177 201.726 177.048
000000259348,23 385.467 118.063 23 77.966 72.164 103 321.566 243.570 115 118.684 96.969 130 454.409 50.269 169 397.450 79.578
000000259366,32 144.438 301.767 67 254.434 17.858 199 455.925 234.642
000000260525,154 93.659 86.939 176 114.099 142.979 184 45.199 323.435
000000260656,7 114.841 201.829 162 217.831 318.560 214 141.585 93.908
000000260738,54 50.870 117.588 176 470.139 154.080 183 20.226 53.442 244 427.235 229.126
000000260829,7 139.541 331.746 120 358.842 287.348 147 448.780 332.048
000000260896,103 572.969 91.278 108 297.263 49.035 215 465.250 160.304
000000260899,110 171.377 297.224 172 379.879 56.936 218 485.993 119.820 239 282.411 288.596
000000261787,1 265.314 266.576 68 121.876 64.533 117 92.368 139.968 136 101.027 255.064 188 428.435 21.304 231 565.839 41.605 239 580.728 168.809
000000262187,45 63.503 210.425 100 329.693 167.932 145 300.774 27.807
000000262213,19 140.237 103.280 104 615.879 38.501 131 104.810 165.782 136 343.604 127.396 137 380.844 221.285 142 613.777 136.171
000000262508,25 275.869 306.055 60 316.665 264.585 61 413.712 301.377 70 315.361 34.596 136 67.346 246.176 151 34.577 75.180 239 239.755 108.920 248 181.944 245.576
000000262514,44 238.151 212.286
